income,age,employment_years,total_debt,credit_history_years,num_credit_lines,num_delinquencies,payment_history_score,inquiries_last_6mo,debt_to_income,credit_utilization,good_credit,high_income,low_income,recent_inquiries,long_credit_history,strong_payment_history,short_employment,debt_ratio_category
29827.145859953453,38,16,0.0,5,7,1,669.5967377997424,0,0.0,0.1609746294164359,0,0,1,0,0,0,0,0
47532.98910037926,28,8,28797.41971397062,2,2,0,490.66003160353887,2,0.6058407068227243,0.2443746104442991,0,0,0,0,0,0,0,3
28571.104503608334,40,31,22134.55173493616,10,7,1,717.6094676941893,2,0.77471809786495,0.700456656161744,0,0,1,0,1,0,0,3
120353.81539479776,64,29,39616.15167360025,28,1,0,666.4188376381571,3,0.3291640696528565,0.3426722278893641,1,1,0,1,1,0,0,1
59078.74338725789,60,30,13323.781366431718,7,7,0,690.108216145681,1,0.225525808480642,0.2944613024052825,0,0,0,0,0,0,0,1
110222.86355206926,27,2,18749.639620598933,26,9,0,649.1775800107889,4,0.170106627757331,0.5724686124432509,0,1,0,1,1,0,0,0
63007.04472734002,45,14,30371.141198219517,11,3,0,713.9203991232765,4,0.482027705467685,0.000120220238965,1,0,0,1,1,0,0,2
43420.35844139307,66,25,20203.12759682728,7,5,0,568.7166964451453,5,0.4652915895223801,0.7667883751423316,1,0,1,1,0,0,0,2
84734.16389174263,54,25,30701.043662865974,24,1,0,727.1351895302115,0,0.3623219047996979,0.4331561461574245,1,0,0,0,1,1,0,2
20869.492117428774,40,20,36781.58136762888,5,1,2,839.8843101703768,1,1.7624569472350222,0.3705039987574279,0,0,1,0,0,1,0,3
83906.20409074516,33,1,0.0,1,10,0,585.492884141405,0,0.0,0.254501829390287,0,0,0,0,0,0,1,0
63580.42014018271,49,13,0.0,26,9,0,796.1570656923101,0,0.0,0.4644453334794709,1,0,0,0,1,1,0,0
42272.4277849161,47,26,29928.4532796557,2,3,0,670.0994436944711,0,0.7079899321593955,0.670687267537968,0,0,1,0,0,0,0,3
24347.887784337086,65,1,21713.354770331916,9,4,0,729.027859729858,2,0.891796239684497,0.1210270028559821,0,0,1,0,0,1,1,3
50561.52781610873,56,28,4585.75467176922,11,8,0,713.7590999940965,1,0.0906965210475347,0.5100905988674488,1,0,0,0,1,0,0,0
44850.15977920506,38,8,24665.90105366506,19,4,1,740.9138054180694,2,0.5499623897683749,0.455129172706385,0,0,1,0,1,1,0,3
56786.86942192765,33,37,6956.0266478670765,2,10,1,585.2850100772037,1,0.1224935749879721,0.7058331103493549,0,0,0,0,0,0,0,0
60826.80174728587,25,10,29564.72383789723,4,11,0,692.3504866626727,1,0.486047646574093,0.241243905182367,0,0,0,0,0,0,0,2
21385.35032564518,65,8,6258.991326040574,28,8,1,850.0,1,0.2926765861083337,0.6141212924865986,0,0,1,0,1,1,0,1
58339.66164812057,53,7,0.0,24,7,0,659.5077399401121,2,0.0,0.4643337435768115,1,0,0,0,1,0,0,0
97975.3299435349,27,21,28568.64625586327,7,10,0,611.3019092566169,3,0.291590202067479,0.4517985416142601,1,1,0,1,0,0,0,1
47455.82634333044,32,16,25388.87327467308,2,11,2,700.5869660664898,3,0.5350001302472589,0.185300962247728,0,0,0,1,0,0,0,3
53750.74045338377,22,8,926.0402358717948,10,9,0,754.1919904287363,1,0.0172284182145345,0.1370250964287628,1,0,0,0,1,1,0,0
83242.89184459271,31,34,29372.343926618967,29,5,0,626.2961747096083,1,0.3528510756384412,0.286586668930219,0,0,0,0,1,0,0,2
42363.02361599848,28,8,33208.45251154133,29,5,0,525.7849905523728,0,0.7839018482854488,0.541234175384634,0,0,1,0,1,0,0,3
101128.14892316336,42,35,27100.997661175898,9,4,0,715.9815467724635,2,0.2679866876804706,0.4629828680766592,0,1,0,0,0,0,0,1
59621.27085572178,68,39,11650.206765052211,13,10,0,599.967107959523,1,0.1954035296101736,0.6731955995935962,0,0,0,0,1,0,0,0
72890.12508975851,36,6,1508.071698292446,0,10,0,716.3873329469257,3,0.0206896571577476,0.3269007999005269,1,0,0,1,0,0,0,0
75124.55797311693,67,9,3512.8152122372176,7,8,0,788.8006267287171,0,0.0467598786204408,0.3973642815351504,1,0,0,0,0,1,0,0
54616.06849550787,36,0,3239.2721547122183,6,9,0,637.8810358396709,1,0.059309874253923,0.343828846258022,0,0,0,0,0,0,1,0
43008.93931581234,47,2,41199.17116145362,29,8,0,716.3330412259062,3,0.9579211163272432,0.5315406308655253,0,0,1,1,1,0,0,3
54790.28431863184,46,6,55925.34712813426,13,9,0,737.7509720409445,4,1.0207164978904193,0.4226484914443813,1,0,0,1,1,1,0,3
53289.35755251355,67,31,0.0,0,1,0,653.4127417279846,1,0.0,0.1550868586160795,0,0,0,0,0,0,0,0
80639.75984918342,60,35,43116.47523592943,23,10,0,636.6672234894374,2,0.5346801046601336,0.4819083448307264,0,0,0,0,1,0,0,3
12000.0,34,39,13016.067655693889,13,9,1,669.1065462374032,2,1.0846723046411575,0.5484020377895157,0,0,1,0,1,0,0,3
40157.55307233792,53,11,13670.776818457593,3,2,1,691.9115253195796,2,0.3404285314354612,0.6901250644127277,0,0,1,0,0,0,0,1
82252.6106191003,58,35,5813.982621651945,27,4,1,790.1909108747195,0,0.0706844752755099,0.4991012037240704,1,0,0,0,1,1,0,0
39623.3023567796,70,35,38566.010861529925,14,11,0,724.1129766508894,2,0.9733164215912768,0.4332749636317289,0,0,1,0,1,1,0,3
74761.37330134706,42,4,20116.43073243209,1,9,0,686.9157603899131,1,0.2690751900897683,0.3529145379522197,0,0,0,0,0,0,0,1
60519.33436375613,32,22,31300.35113109144,3,3,0,684.0962881963849,1,0.5171958921913824,0.2404819413138961,0,0,0,0,0,0,0,3
62256.64545924541,22,12,20580.467051707023,7,11,0,787.412700451041,2,0.3305746221932156,0.1868754062131306,0,0,0,0,0,1,0,1
58873.48372023244,73,36,24692.0674085968,4,4,1,828.1767809092778,1,0.4194089740966208,0.3245111679873958,0,0,0,0,0,1,0,2
30602.160284961217,25,29,6463.04673384218,26,3,0,641.7243670286905,3,0.2111957676732484,0.4346300105977904,0,0,1,1,1,0,0,1
43046.19082678123,38,6,34184.82960213568,28,9,0,633.5855529760806,3,0.794142964697995,0.2970117098531858,1,0,1,1,1,0,0,3
66292.45803571536,30,10,3270.415415765232,1,5,1,644.6534739946544,2,0.0493331445637945,0.0280666980947987,0,0,0,0,0,0,0,0
68715.67738257078,65,14,20188.079674238998,28,11,0,850.0,0,0.2937914671471979,0.358315697774746,1,0,0,0,1,1,0,1
12000.0,37,22,14692.881261205224,3,3,1,675.8539057720651,3,1.224406771767102,0.5515585227387939,1,0,1,1,0,0,0,3
12000.0,47,28,40790.815134682685,11,8,0,617.0029614522632,3,3.3992345945568903,0.7838545762877013,1,0,1,1,1,0,0,3
86595.70034245471,37,5,23037.68509328736,23,7,0,547.2800729111152,1,0.2660372859412376,0.1998825681090535,1,1,0,0,1,0,0,1
38200.93619274452,64,23,17199.85556629908,6,9,1,723.025680665511,2,0.4502469646166901,0.196633015590039,0,0,1,0,0,1,0,2
29406.63911502349,32,35,32809.846410404265,21,1,2,675.7873439192157,2,1.1157292161837735,0.2066030278735181,0,0,1,0,1,0,0,3
49028.05379391645,31,18,0.0,9,4,0,550.0866786531933,1,0.0,0.1433183528107784,0,0,0,0,0,0,0,0
17296.739669368333,30,30,14066.2971219458,11,3,1,787.6761818958066,0,0.8132340192907287,0.6693491664621345,0,0,1,0,1,1,0,3
61136.762948279946,26,11,27133.357748655464,26,7,1,786.3655027920194,0,0.4438141052971606,0.5397204520144137,0,0,0,0,1,1,0,2
60645.68165487605,26,25,9535.301433581371,27,7,0,810.7912400482082,1,0.1572296851710745,0.4513686971964245,1,0,0,0,1,1,0,0
33074.588875744295,61,11,17830.63729558755,29,6,0,689.3670268693537,1,0.5391038226529217,0.5330611137390371,1,0,1,0,1,0,0,3
45148.911457528666,27,26,20058.55693451437,11,11,0,611.0996597040987,1,0.444275538146326,0.691243930354414,0,0,0,0,1,0,0,2
12000.0,52,6,44635.47048548571,4,11,3,719.1012911082845,0,3.719622540457143,0.1687615898070697,0,0,1,0,0,0,0,3
81083.16986722611,24,4,18178.9429979485,13,9,0,653.8019983263279,1,0.2242011878385682,0.5172440546492401,0,0,0,0,1,0,0,1
60268.89147658986,56,17,31460.42188530036,12,1,0,593.4738914365055,0,0.5220010044073978,0.6030718571244329,1,0,0,0,1,0,0,3
57930.106271310746,33,10,14404.293322037973,22,9,1,660.6761055264052,0,0.248649523523687,0.3714362483704674,0,0,0,0,1,0,0,1
57844.42625398327,34,15,30968.67676928812,6,9,1,713.2935295807015,2,0.5353787525406661,0.2604722368306294,0,0,0,0,0,0,0,3
120859.65615494206,69,13,16481.796629761237,8,6,0,638.1241317902574,2,0.1363713678668055,0.6010940320235689,0,1,0,0,0,0,0,0
78098.77385481677,25,0,22298.9032094089,18,8,2,777.7770003375991,2,0.2855218092266324,0.363010527976814,1,0,0,0,1,1,1,1
13175.414100217706,50,33,0.0,17,6,0,800.1524169468768,1,0.0,0.2250543754291937,1,0,1,0,1,1,0,0
62878.73670844975,24,9,7184.068278018111,25,9,0,739.9731591163385,1,0.114252745110458,0.494097844600364,1,0,0,0,1,1,0,0
47383.16842825294,64,7,34536.99771552086,19,3,0,616.0718248575101,1,0.7288874691403635,0.6100937995950182,1,0,0,0,1,0,0,3
37189.71320041455,68,7,9758.594703369025,16,1,1,667.26258343006,1,0.2624003753613309,0.4996557426826657,1,0,1,0,1,0,0,1
73932.98556776567,55,3,46714.881129056725,27,6,0,818.1181924733378,0,0.6318543850260001,0.3615415374536976,1,0,0,0,1,1,0,3
65363.19704843922,54,29,0.0,18,5,0,619.5405411284021,0,0.0,0.3874117910371139,1,0,0,0,1,0,0,0
67196.6909270182,28,12,21078.46637554467,25,4,1,738.345629563623,3,0.3136831008306321,0.3965503323991296,1,0,0,1,1,1,0,1
71568.73062867846,29,35,26061.446552086163,10,5,0,680.6491574688712,2,0.3641457145202325,0.3076656197355538,1,0,0,0,1,0,0,2
28413.949954074924,51,34,7520.513780063195,16,6,2,672.1868631075192,2,0.2646768151636255,0.4618430276343337,0,0,1,0,1,0,0,1
62345.45173443559,70,2,18789.18113867071,7,11,0,822.7986560911567,1,0.3013721228407233,0.3944645850108788,0,0,0,0,0,1,0,1
19734.533000490133,25,25,5978.418303672053,13,11,0,765.4082724817398,1,0.302941969973324,0.1926689744225166,1,0,1,0,1,1,0,1
36193.77896808081,41,37,9995.486262609757,7,3,0,640.799831202143,1,0.2761658646206782,0.2357941511420941,0,0,1,0,0,0,0,1
89983.40831186224,71,32,15916.322809423496,3,9,1,771.5158657444789,0,0.176880639531469,0.3144771597243088,1,1,0,0,0,1,0,0
59764.7793240098,31,17,30106.456734824435,19,1,1,683.3392933513774,1,0.503749149170363,0.2580566302571094,1,0,0,0,1,0,0,3
81293.703535076,23,12,27333.881224053093,26,1,0,711.2829428458842,0,0.3362361417358636,0.2194467762149783,1,0,0,0,1,0,0,1
74376.5537973085,21,11,11234.981558298085,19,10,0,618.6945367896998,2,0.1510554198157087,0.3546774077940209,1,0,0,0,1,0,0,0
45052.93090953762,73,14,16213.12449425504,28,10,0,677.6766105949254,4,0.3598683629886274,0.4815758010399742,0,0,0,1,1,0,0,2
60740.28941609722,37,23,13856.274221790078,5,8,0,705.6377293190783,1,0.2281232828323983,0.1921920924816012,1,0,0,0,0,0,0,1
68683.05826216177,36,37,29142.410099333305,28,5,1,681.9326311461496,1,0.4243027441803385,0.3379923189413202,1,0,0,0,1,0,0,2
84770.15304225202,43,17,20414.13204924076,1,5,1,675.5378417143937,3,0.2408174494985958,0.3958676528264691,1,0,0,1,0,0,0,1
65938.08080848996,67,6,7215.794521956546,25,7,0,647.8066460482905,1,0.1094328866336592,0.3670706307442578,1,0,0,0,1,0,0,0
78773.1095223385,26,6,7516.254938899923,21,8,1,685.3450386163328,0,0.0954165067810159,0.2198957620784212,0,0,0,0,1,0,0,0
78963.72398185558,51,8,28377.960335055963,23,1,1,802.1993810517987,2,0.3593797113922425,0.1583642841406541,1,0,0,0,1,1,0,2
12000.0,29,3,18015.70779123805,26,3,0,697.231520037552,0,1.501308982603171,0.1749705081168355,0,0,1,0,1,0,0,3
71964.39786279516,59,15,38621.23024845982,8,2,0,735.9613716521667,2,0.5366713457686915,0.3153881650367502,1,0,0,0,0,1,0,3
67550.78243101435,53,35,15625.51239825412,22,3,0,534.3181192961113,0,0.2313150467829375,0.6384841523046774,0,0,0,0,1,0,0,1
28822.18818942282,61,15,35427.99541295321,18,10,3,707.6201917957968,0,1.2291917317351566,0.4561597687942027,0,0,1,0,1,0,0,3
61034.12907403279,52,20,37570.9754973228,9,11,1,699.775531800658,1,0.6155732221844306,0.6600510895641143,0,0,0,0,0,0,0,3
29893.27254773127,63,11,43610.4302050733,27,1,0,809.1426362961804,0,1.4588710598827723,0.2507052404599272,0,0,1,0,1,1,0,3
63232.990458698216,72,11,23286.2906851506,21,5,0,635.1907522766528,0,0.3682617335702392,0.3216853745194299,1,0,0,0,1,0,0,2
63255.03035594656,47,20,7194.779439609772,0,8,0,716.7421360623301,1,0.1137424075069374,0.2908660299328783,1,0,0,0,0,0,0,0
57434.50601323884,32,32,0.0,22,1,0,829.7445542647054,1,0.0,0.2484948624381636,0,0,0,0,1,1,0,0
