income,age,employment_years,total_debt,credit_history_years,num_credit_lines,num_delinquencies,payment_history_score,inquiries_last_6mo,debt_to_income,credit_utilization,good_credit,high_income,low_income,recent_inquiries,long_credit_history,strong_payment_history,short_employment,debt_ratio_category
61136.762948279946,26,11,27133.357748655464,26,7,1,786.3655027920194,0,0.44381410529716064,0.5397204520144137,0,0,0,0,1,1,0,2
54291.80444592232,45,5,4438.662507763795,18,2,0,850.0,2,0.0817556637334637,0.20361019614503842,1,0,0,0,1,1,0,0
56196.66123779426,56,27,8049.7583750331,17,1,0,686.8611374090498,0,0.14324264462920352,0.20640098897443754,1,0,0,0,1,0,0,0
78307.72963883371,25,32,27398.64584686506,10,2,0,651.0735948889456,3,0.34988430865294495,0.3563882265993951,0,0,0,1,1,0,0,1
74136.10160910196,74,33,21818.311882690865,3,6,0,543.6025164593757,2,0.2943007712724424,0.4268598399420813,1,0,0,0,0,0,0,1
75318.3152898997,41,25,10678.368369920974,21,9,1,769.0851011258532,1,0.14177651649296727,0.3077876963381284,0,0,0,0,1,1,0,0
75770.52507519707,21,30,8255.915510975034,0,2,1,655.9847539844418,2,0.1089594601961858,0.39264378112254134,1,0,0,0,0,0,0,0
118541.19002176153,56,16,19887.540828312493,20,8,0,850.0,2,0.16776903306489147,0.44592747162104185,1,1,0,0,1,1,0,0
54839.624590384614,51,25,11858.016712314487,14,1,0,640.8476863972389,1,0.2162308148694663,0.08430897764079398,1,0,0,0,1,0,0,1
52193.93177321157,55,4,1361.4429959548906,23,3,0,850.0,1,0.026084315737517374,0.27863125914595477,0,0,0,0,1,1,0,0
44655.68179380306,61,21,13011.5522778246,28,7,0,759.8693906869973,2,0.2913750670722092,0.24663714476924387,0,0,1,0,1,1,0,1
80399.48556438739,46,22,23093.88934882776,16,10,3,617.7388480542907,2,0.2872392675987109,0.2553780116282437,1,0,0,0,1,0,0,1
93224.30731802229,65,1,15328.4479977055,17,9,0,718.5715030914869,4,0.16442544266287273,0.4132379911333028,1,1,0,1,1,0,1,0
62151.31355862812,40,21,0.0,14,6,0,761.7104421240373,0,0.0,0.24913790159519256,0,0,0,0,1,1,0,0
43996.0880759368,50,28,32835.96932063309,11,1,0,681.9798245986733,1,0.7463383849936509,0.0,1,0,1,0,1,0,0,3
44387.96960771902,29,14,0.0,2,4,1,767.0386168441839,0,0.0,0.2974266426698215,0,0,1,0,0,1,0,0
81264.81969561752,54,21,11304.522674573473,0,9,0,765.2765727478928,2,0.13910721412925386,0.14840691437350373,0,0,0,0,0,1,0,0
83581.35428008606,35,11,8697.023181691262,21,1,1,747.7070800475306,2,0.10405458557834589,0.4293397566128582,1,0,0,0,1,1,0,0
78578.85670762988,58,10,20222.683168071224,27,8,1,698.6821305561996,0,0.2573552736115036,0.48502545853366963,0,0,0,0,1,0,0,1
48362.25731778264,64,5,26424.927117041032,1,8,0,606.0047928555099,0,0.5463956519524301,0.0,1,0,0,0,0,0,0,3
70804.033076668,67,13,34901.47212391553,9,9,1,693.8571699619813,1,0.4929305663439191,0.2006382273927419,0,0,0,0,0,0,0,2
67917.1452285182,71,32,7313.926899717597,18,3,0,714.0851730972674,2,0.10768896241308007,0.40360714421545735,0,0,0,0,1,0,0,0
70467.21491822532,27,37,26798.735060002226,21,3,0,549.915930316974,2,0.3803007553385102,0.08640247566371856,1,0,0,0,1,0,0,2
86785.71944870474,28,25,20937.27581822192,22,3,0,713.5388252793075,1,0.24125254651598563,0.4808789578924379,1,1,0,0,1,0,0,1
70589.88871936705,71,24,0.0,20,5,0,692.2558988151885,1,0.0,0.5288769762751999,1,0,0,0,1,0,0,0
81972.83907679738,41,24,46508.103831511646,2,6,0,596.2699143372037,4,0.5673599250105257,0.31083718589921755,0,0,0,1,0,0,0,3
66689.47673722229,22,19,0.0,7,2,0,673.3594887446594,1,0.0,0.20069591208668355,1,0,0,0,0,0,0,0
72227.9849672496,36,16,24292.459084645725,14,7,0,675.052292253256,0,0.3363302893699814,0.0,1,0,0,0,1,0,0,1
80782.2056459635,66,24,23849.399162966216,1,3,0,850.0,0,0.29523084907446956,0.48652455305699815,0,0,0,0,0,1,0,1
28571.104503608338,40,31,22134.551734936158,10,7,1,717.6094676941893,2,0.77471809786495,0.700456656161744,0,0,1,0,1,0,0,3
57008.21959106746,25,16,10581.346767575887,11,4,0,782.8836201051679,2,0.1856108968755422,0.6632172157003275,0,0,0,0,1,1,0,0
53240.68364268012,59,22,30408.789767107533,29,11,0,690.5747756407482,2,0.5711570116415726,0.30490476685170914,0,0,0,0,1,0,0,3
49028.05379391645,31,18,0.0,9,4,0,550.0866786531933,1,0.0,0.1433183528107784,0,0,0,0,0,0,0,0
58121.44371933291,40,11,17012.568169891158,29,10,1,753.7873479057299,0,0.2927072536608769,0.49077236073906394,1,0,0,0,1,1,0,1
102373.5327808599,21,11,9541.879851713124,21,2,1,647.3450616329967,1,0.09320651141480492,0.31716362029263534,0,1,0,0,1,0,0,0
43354.22210766892,53,3,7840.530868994527,20,1,1,673.1519896009671,0,0.18084815014147418,0.42606371025581535,0,0,1,0,1,0,0,0
89206.95886478701,45,17,24431.216811803184,24,3,1,615.7623000707623,0,0.27387119931791565,0.39449530659345017,0,1,0,0,1,0,0,1
22928.255709604884,67,28,34162.17814079525,25,5,0,705.8214291137087,1,1.4899597498157857,0.3567406235523653,1,0,1,0,1,0,0,3
56627.87425035563,39,27,12851.163572447009,6,10,1,785.2142689297962,1,0.2269405967038627,0.5251324846268557,0,0,0,0,0,1,0,1
69068.82662762514,32,39,29710.21634888666,12,2,0,774.6190486779701,1,0.4301537726862672,0.5318202524255112,0,0,0,0,1,1,0,2
79655.55828398195,29,1,18746.10998166898,15,9,0,826.8951606228131,1,0.23533963461578875,0.24591621675191877,0,0,0,0,1,1,1,1
82780.66449482138,31,30,4609.016861429871,29,8,0,838.2367566363289,2,0.05567745668094031,0.1738397551504434,1,0,0,0,1,1,0,0
84833.68087999814,45,31,14130.718601384042,1,4,0,536.3300615793421,3,0.16656967438879275,0.0,1,0,0,1,0,0,0,0
56281.87319378906,25,17,13507.711638125777,14,4,0,604.5103551256694,6,0.24000110287047818,0.27769095518203707,1,0,0,1,1,0,0,1
53441.20518338582,42,11,7550.101312418301,6,11,0,555.3446737338758,3,0.14127864980794874,0.14320147146795997,1,0,0,1,0,0,0,0
86449.39703142885,67,14,24427.243929837507,6,8,0,750.5544328311672,1,0.2825611834048644,0.41545544541947604,0,1,0,0,0,1,0,1
60217.39187795963,62,27,21519.69281557139,22,3,0,644.5534572960678,1,0.35736673649341305,0.27954395172782265,0,0,0,0,1,0,0,2
33107.84191655195,55,34,0.0,6,11,1,660.8655734524856,1,0.0,0.29906284294648694,0,0,1,0,0,0,0,0
36667.819649912984,69,25,0.0,23,5,1,682.6722054458036,1,0.0,0.48615389723533864,1,0,1,0,1,0,0,0
42013.69284995971,63,20,24370.266798086315,29,1,0,730.6056550472601,1,0.5800553377947039,0.411505842406074,1,0,1,0,1,1,0,3
77429.0186013441,56,26,5770.703568081981,23,9,1,581.1743161594835,0,0.07452895144898307,0.31899578921140176,1,0,0,0,1,0,0,0
68560.64340176413,67,2,22530.61732650486,5,10,1,599.290922989273,0,0.32862318975736343,0.6435566216683466,1,0,0,0,0,0,0,1
82262.1338516942,27,24,29713.973671637825,4,5,1,700.1036965224886,4,0.3612108303099392,0.4728668049399462,0,0,0,1,0,0,0,2
54318.683841586644,65,1,0.0,13,8,1,795.8996748923574,0,0.0,0.26514504632605446,1,0,0,0,1,1,1,0
68963.49227691785,36,38,0.0,16,3,0,697.9682077399132,2,0.0,0.27317441212861665,1,0,0,0,1,0,0,0
80639.75984918342,60,35,43116.47523592943,23,10,0,636.6672234894374,2,0.5346801046601336,0.4819083448307264,0,0,0,0,1,0,0,3
57266.33650699404,70,20,23273.561744436884,12,5,0,528.1433055729891,0,0.40640912557055997,0.3765122257083076,1,0,0,0,1,0,0,2
76419.38093893528,47,14,11711.390149900937,5,3,0,776.2140468048224,1,0.15325157055720198,0.1381912521398841,1,0,0,0,0,1,0,0
48451.85147333372,25,29,3990.893210306047,29,6,1,641.1254680487616,3,0.08236822926163102,0.5010483111600527,1,0,0,1,1,0,0,0
55923.65383587321,40,25,10343.387266390806,27,3,0,608.2050467398623,0,0.18495549837903938,0.5663017960354382,1,0,0,0,1,0,0,0
55456.552650041776,42,28,141.41495830034546,19,7,1,562.7739818832976,1,0.0025500135068391946,0.5526499962410522,0,0,0,0,1,0,0,0
35104.00886027401,71,20,31251.182611358854,20,9,1,584.8719351086428,2,0.8902454057526386,0.6176948202726035,0,0,1,0,1,0,0,3
77174.31201963955,71,9,6348.732695905188,28,5,0,623.1028623636918,1,0.08226484344025696,0.7124556633202583,1,0,0,0,1,0,0,0
53264.9414949319,51,2,34403.018823244005,14,9,0,680.8921011044679,2,0.6458848514180272,0.6513926263581222,1,0,0,0,1,0,0,3
65312.35296819219,72,11,11990.566203449831,4,5,0,603.3006636191475,1,0.18358802980638847,0.40131912071674997,1,0,0,0,0,0,0,0
77018.66647264772,44,21,2349.74724574028,18,11,0,714.856643003811,1,0.030508802000288663,0.3024829824476246,1,0,0,0,1,0,0,0
76163.27940074861,43,16,11605.476179792979,13,3,0,680.2841808065518,0,0.15237626676667113,0.01067169453961525,1,0,0,0,1,0,0,0
81634.62772431965,66,20,0.0,23,8,0,850.0,1,0.0,0.3419562121792081,1,0,0,0,1,1,0,0
62537.86288726441,57,11,16188.471349889896,23,6,0,563.6445506885871,1,0.2588587233796666,0.4334444906041513,1,0,0,0,1,0,0,1
54417.54219889616,49,37,15448.212133047622,14,11,1,712.9183544249905,1,0.28388294488906524,0.34783952297692383,1,0,0,0,1,0,0,1
63007.04472734002,45,14,30371.141198219513,11,3,0,713.9203991232765,4,0.48202770546768503,0.00012022023896507417,1,0,0,1,1,0,0,2
22816.639151049254,59,33,0.0,12,3,0,617.5554076861481,0,0.0,0.28840815722552676,0,0,1,0,1,0,0,0
28822.18818942282,61,15,35427.99541295321,18,10,3,707.6201917957968,0,1.2291917317351566,0.4561597687942027,0,0,1,0,1,0,0,3
31932.509691139938,47,17,30308.989424964842,19,10,0,761.5675493125373,2,0.9491577617331606,0.15533529370649593,0,0,1,0,1,1,0,3
40068.82930996295,22,24,36780.653455479944,15,9,1,707.7193186046266,1,0.9179368124522316,0.3698244241426962,1,0,1,0,1,0,0,3
74994.35566808592,26,10,17209.179359937938,15,6,1,810.7570307855871,1,0.22947299442245037,0.4176928601582652,1,0,0,0,1,1,0,1
42363.02361599848,28,8,33208.45251154133,29,5,0,525.7849905523728,0,0.7839018482854488,0.541234175384634,0,0,1,0,1,0,0,3
55545.93614901526,45,15,0.0,7,8,3,632.6213269757824,1,0.0,0.6482689707029242,0,0,0,0,0,0,0,0
97480.70744465163,54,32,28695.713478067995,5,9,0,818.0044837784756,3,0.29437325836356976,0.2719913087300801,0,1,0,1,0,1,0,1
56093.40072346435,64,5,6432.558568500821,23,4,0,772.962106661108,1,0.11467585287283227,0.3730763287223263,1,0,0,0,1,1,0,0
83437.88921167716,33,17,0.0,28,1,0,743.240936901303,0,0.0,0.3787124510603538,1,0,0,0,1,1,0,0
41659.55799975307,63,26,1137.8922275345903,18,1,0,798.6572325215567,1,0.027314073460436978,0.45688747468990615,0,0,1,0,1,1,0,0
59864.06105330925,56,28,18082.96707943906,12,4,0,546.6753697038585,2,0.3020671628564605,0.4367325554154422,1,0,0,0,1,0,0,1
41249.44862723547,23,17,5635.511876735949,10,8,1,763.6488530178257,0,0.13662029588960448,0.5965010008539589,1,0,1,0,1,1,0,0
56524.17310248594,39,3,23641.102975437,14,5,1,785.1496129935538,2,0.41824765720274215,0.0,1,0,0,0,1,1,0,2
86007.70343643488,37,0,0.0,1,7,0,647.303986705941,0,0.0,0.4152437940801387,1,1,0,0,0,0,1,0
21816.989420191283,68,18,0.0,15,6,0,850.0,1,0.0,0.4277339816243621,0,0,1,0,1,1,0,0
75860.59108864644,70,32,38585.81151215364,8,3,0,715.7079171249646,2,0.508641060640622,0.2976587381446062,0,0,0,0,0,0,0,3
70943.39005830695,65,1,31557.001941021517,7,9,0,524.5784765993167,3,0.4448194809281802,0.0,0,0,0,1,0,0,1,2
50146.25110758014,49,35,2260.5474612928865,16,8,1,730.5017598347004,2,0.04507909188352428,0.32902070006074596,1,0,0,0,1,1,0,0
28848.553640288636,47,27,17955.005347941908,28,11,0,642.411197600848,1,0.6223884071216218,0.2120990627158046,0,0,1,0,1,0,0,3
66803.23769284674,37,0,33292.60590301986,6,10,1,793.1996219143614,3,0.49836814880283586,0.6420319737862703,0,0,0,1,0,1,1,2
51762.68227340494,62,13,24288.009124359083,27,5,1,743.8355226713038,1,0.4692185191654563,0.40755244656901723,0,0,0,0,1,1,0,2
70816.9052838676,25,8,20223.346442752176,15,8,1,652.1662342179047,1,0.2855722988979461,0.19681273105103322,1,0,0,0,1,0,0,1
65546.30363808607,35,37,34427.311219688956,29,4,0,820.1961534610317,0,0.5252365016611671,0.0,0,0,0,0,1,1,0,3
105044.47228302289,28,22,7039.312871981694,11,10,2,775.1561044783448,0,0.06701269204357149,0.44631118279930754,1,1,0,0,1,1,0,0
59016.10931317439,47,12,18467.67672996943,29,7,0,633.7664009854319,1,0.3129260289248993,0.46530685487385637,0,0,0,0,1,0,0,1
39412.562684453376,37,11,17732.270425614126,19,10,0,687.8363935551322,2,0.4499141699458374,0.3011601667923626,0,0,1,0,1,0,0,2
69481.8908739079,31,22,13908.569284934361,20,4,1,741.3533432611264,2,0.20017545737456835,0.4486615867880095,0,0,0,0,1,1,0,1
70499.91709929414,41,0,12152.91732868872,16,1,0,670.8589389781903,1,0.17238200878409823,0.2773113048766034,0,0,0,0,1,0,1,0
98979.68938101092,67,10,19093.02356742736,13,2,0,673.2480476922196,0,0.19289839851821483,0.5320987495302691,1,1,0,0,1,0,0,0
85877.78114786446,51,6,18516.11243978291,15,6,0,702.9380022611588,1,0.2156100471191943,0.5186832704386954,0,1,0,0,1,0,0,1
73921.77647873774,65,24,2273.5853619821137,25,11,1,614.7361132770088,1,0.030756638575049254,0.04499343314747395,1,0,0,0,1,0,0,0
101582.57228048905,70,26,30026.93864850671,23,7,0,521.3787729138426,1,0.2955914383187359,0.08886546809059986,0,1,0,0,1,0,0,1
35280.923641928726,69,18,3354.2218835061267,0,9,1,719.1307889865631,0,0.09507182741440154,0.7056307101478352,1,0,1,0,0,0,0,0
49006.2116812563,39,5,14726.49833179239,20,6,0,540.8880040563852,0,0.3005026878546689,0.5077953430048762,1,0,0,0,1,0,0,1
41835.60146486187,68,14,13570.792909199228,25,11,0,620.5569037484223,0,0.32438383658945286,0.11277141909485905,0,0,1,0,1,0,0,1
55254.7549211058,70,33,23371.554189888237,22,11,0,558.2734112841142,2,0.42297815316091364,0.057331593083876864,0,0,0,0,1,0,0,2
30582.846311092282,72,8,0.0,14,3,1,568.1244441790957,1,0.0,0.3773989718098219,0,0,1,0,1,0,0,0
80878.77367036011,39,6,31363.647223941873,10,10,0,734.1084139295433,4,0.3877858899267139,0.13438322946281042,1,0,0,1,1,1,0,2
59444.43257253066,33,4,7845.144785817538,20,1,0,682.2153467951941,0,0.1319744246232874,0.2829926701735272,1,0,0,0,1,0,0,0
28229.842637433554,52,32,36299.44942165581,19,7,1,679.3279635625502,1,1.285853764325336,0.3314897458718637,1,0,1,0,1,0,0,3
39610.522969811456,71,4,10827.526132257684,11,5,0,594.7278573100792,0,0.2733497394242867,0.3237210900043513,1,0,1,0,1,0,0,1
72837.84618625489,69,23,17267.346213989844,12,4,0,647.5320728929152,1,0.23706557947684534,0.5427768907208487,0,0,0,0,1,0,0,1
85953.16419735953,51,39,46706.790601026354,11,11,0,730.1164127368149,2,0.5433981522050957,0.6702561230425907,1,1,0,0,1,1,0,3
114918.27229229466,29,25,13839.926868094974,1,8,2,695.8330187754799,0,0.12043277880904019,0.2537947864902114,1,1,0,0,0,0,0,0
137846.56165018323,43,16,36582.74827010188,0,2,0,765.8139248833588,1,0.2653874556765432,0.13648135051541677,1,1,0,0,0,1,0,1
75360.23583189992,59,8,18585.6762834684,2,2,0,777.2073609700732,0,0.2466244442881786,0.40999230789704366,1,0,0,0,0,1,0,1
40261.5469992034,51,0,24231.282454402342,12,2,1,679.8224113393431,4,0.6018467808721253,0.6336664205996896,0,0,1,1,1,0,1,3
12000.0,39,6,19049.37884117062,15,4,1,551.8200571263606,1,1.5874482367642182,0.2674212718588641,0,0,1,0,1,0,0,3
71692.7865585959,39,38,30717.77439450186,12,1,0,639.4684080747027,3,0.42846394831362333,0.49306460056255835,1,0,0,1,1,0,0,2
44676.472617241845,24,5,7717.025807204231,28,3,0,692.1848575301847,4,0.1727313137122205,0.18931559334385858,1,0,1,1,1,0,0,0
54616.06849550787,36,0,3239.2721547122183,6,9,0,637.8810358396709,1,0.05930987425392302,0.34382884625802207,0,0,0,0,0,0,1,0
49697.5800235048,57,32,8421.357144344674,11,10,0,615.6300630932998,0,0.16945205662653468,0.1308503891859719,1,0,0,0,1,0,0,0
61480.22783959037,34,16,19495.655644861366,7,9,0,705.5801827378789,2,0.3171044794389503,0.34194977088626444,0,0,0,0,0,0,0,1
91649.50576969108,74,14,14687.71821674506,8,6,0,850.0,0,0.16025965544925347,0.3190381038311921,0,1,0,0,0,1,0,0
68926.21418613361,25,28,28654.123147067647,17,8,0,660.94495503709,3,0.4157217030618839,0.44946212184917383,0,0,0,1,1,0,0,2
61034.12907403279,52,20,37570.9754973228,9,11,1,699.775531800658,1,0.6155732221844306,0.6600510895641143,0,0,0,0,0,0,0,3
39108.65617935471,47,36,3362.424941474872,9,1,1,595.0371298215209,0,0.08597648883803585,0.2699988242363182,0,0,1,0,0,0,0,0
23132.926382391073,65,18,6990.768125791012,20,10,0,799.4720844033211,2,0.3021999037316968,0.0,0,0,1,0,1,1,0,1
52842.30227316673,68,28,0.0,24,8,0,769.9794434681139,0,0.0,0.3036212999476762,1,0,0,0,1,1,0,0
63655.436229541985,50,35,48455.59486138656,6,5,1,764.4587311572734,0,0.7612169161272467,0.39387717222791724,1,0,0,0,0,1,0,3
109198.24783949708,55,18,22570.042486827402,3,5,1,808.7836649043796,1,0.20668868716649685,0.37634201588621286,0,1,0,0,0,1,0,1
68256.86303682215,58,11,25197.03480077367,7,5,1,665.8126916244154,0,0.3691502023346834,0.311663894148654,0,0,0,0,0,0,0,2
89568.48777557645,49,38,0.0,17,2,1,675.8065744123503,0,0.0,0.6077886893433433,0,1,0,0,1,0,0,0
52517.6100365212,30,9,17982.45016489688,28,3,1,836.790282550932,1,0.3424080066170515,0.3645186171762067,0,0,0,0,1,1,0,1
35376.405839574385,44,1,25638.71976619628,4,4,1,750.6182482355647,0,0.7247406614019312,0.32113667227849596,0,0,1,0,0,1,1,3
40872.080944190704,34,23,14208.634641983626,1,1,0,522.4622542924672,2,0.3476366828834819,0.20001289717042517,0,0,1,0,0,0,0,1
46869.34838660617,46,39,34135.58437239592,15,6,0,736.3856780509608,2,0.7283136110795777,0.02559207627858473,0,0,0,0,1,1,0,3
118211.7433108791,54,3,52677.46688464245,29,6,1,653.4641551384323,0,0.4456195755958749,0.39926174853722873,1,1,0,0,1,0,0,2
44465.333019390346,32,33,3794.057593590722,16,4,0,771.8537459725326,1,0.0853261931477319,0.38417522197612414,1,0,1,0,1,1,0,0
85962.23009340862,34,33,2668.691310349548,27,2,0,732.6552375536139,1,0.031044928772202444,0.1493205037129289,1,1,0,0,1,1,0,0
42426.82054782434,65,37,4833.65901707135,19,11,1,560.756578878176,0,0.11392932476810877,0.3320129752806729,1,0,1,0,1,0,0,0
88289.3253218561,41,16,42092.98740024736,0,8,1,721.5064136396381,0,0.47676191030794074,0.31410674196511956,0,1,0,0,0,1,0,2
74623.77415264658,31,10,33635.329755445266,12,6,0,716.8502181801286,0,0.45073209091036526,0.2275899056063484,1,0,0,0,1,0,0,2
61084.05255854774,59,20,15967.082733095272,23,8,1,729.0769989171829,0,0.2613952752691248,0.19720407163313797,0,0,0,0,1,1,0,1
63980.936846614146,59,5,18548.394966013115,15,5,1,746.0423081530647,1,0.2899050229677075,0.41291470079887405,1,0,0,0,1,1,0,1
48630.30761426524,65,33,5751.845607049179,5,3,0,819.6772767857385,2,0.11827697354235797,0.2993538937209369,0,0,0,0,0,1,0,0
76151.80503705202,62,26,31350.40736614776,5,8,1,733.1111191691439,0,0.41168305007207734,0.23362115354300345,1,0,0,0,0,1,0,2
53625.4129914805,74,19,12301.472638371695,19,9,0,701.8318768379571,2,0.22939632446888636,0.18489903536735755,0,0,0,0,1,0,0,1
34359.8559058188,52,20,14098.851908175011,13,8,1,791.837404335058,0,0.4103291919157143,0.3166026881627436,0,0,1,0,1,1,0,2
33051.560642009514,36,28,27131.84657293885,17,7,0,850.0,2,0.8208945673340904,0.5064070423965585,0,0,1,0,1,1,0,3
69314.69794305299,67,20,15180.075928751681,11,1,1,773.2056603334471,3,0.21900226617481916,0.3771952133584271,0,0,0,1,1,1,0,1
104477.28141026088,35,33,14475.510097532304,10,8,0,716.4964901446472,1,0.1385517492620232,0.2973180360445654,1,1,0,0,1,0,0,0
68999.79033933596,36,36,18158.628082936128,19,7,0,734.6024439815135,1,0.26316932259697184,0.39552827642231575,1,0,0,0,1,1,0,1
62034.041847252935,65,37,29930.33120689615,0,5,0,720.4835007518607,4,0.48248236477310175,0.5855893026401681,0,0,0,1,0,1,0,2
72145.65349006357,68,24,42697.3961322575,13,3,1,701.4814732218662,0,0.5918221551370118,0.42827452633242385,0,0,0,0,1,0,0,3
97650.04354267062,39,29,26782.29348369123,11,11,0,850.0,1,0.274268116142601,0.3868361766831145,1,1,0,0,1,1,0,1
70484.5625340964,60,12,30049.713354364005,23,5,0,640.0757300546854,0,0.42633042291817685,0.45493531076677923,0,0,0,0,1,0,0,2
54726.81922915657,70,1,15002.189068483134,21,3,0,792.392466259416,1,0.27412864989768093,0.31155752742597953,1,0,0,0,1,1,1,1
92657.21775149723,64,16,7383.032052469245,12,8,0,689.9314445839541,0,0.07968113258343487,0.3731322077385141,1,1,0,0,1,0,0,0
75718.91096154034,21,34,27809.793483526726,7,6,1,581.5664663889021,3,0.36727672295302904,0.25198802370171786,1,0,0,1,0,0,0,2
103393.89979989981,56,5,20568.61236900857,7,7,0,684.9345805130795,2,0.198934486549162,0.06090040215960446,1,1,0,0,0,0,0,0
69580.86093054766,30,21,0.0,6,8,1,656.2579332996868,3,0.0,0.40171045342972195,1,0,0,1,0,0,0,0
34388.274206987495,66,7,13078.955648616029,8,5,0,746.2061854734127,1,0.3803318413099795,0.4024024151983966,0,0,1,0,0,1,0,2
30796.020018858377,24,17,16756.544647776696,22,2,0,707.3040178126856,0,0.5441139678931105,0.2882116675113541,0,0,1,0,1,0,0,3
106273.19830578123,74,5,10343.13199457282,1,2,0,618.2378509081625,0,0.09732587481570276,0.526447792348318,0,1,0,0,0,0,0,0
108091.64301958244,30,29,40226.033918131914,0,11,0,817.6806330791773,1,0.37214749257576146,0.21011140224490613,1,1,0,0,0,1,0,2
60512.01966793498,43,32,25197.585553533252,16,6,0,787.210720358058,2,0.4164062890613669,0.021150805864356415,0,0,0,0,1,1,0,2
55420.3169716003,33,30,38597.62376832972,6,5,1,826.8844425677121,2,0.6964525985679361,0.21451914774606468,1,0,0,0,0,1,0,3
101536.10730605506,64,28,21951.378924782395,24,4,0,718.9571731254493,3,0.21619283530946765,0.06263092554064253,1,1,0,1,1,0,0,1
37323.8579489128,42,9,19220.817546376165,22,8,0,697.1413545375448,2,0.5149740300877992,0.40084654398832154,1,0,1,0,1,0,0,3
42631.82452610434,61,21,3951.032735846262,23,11,0,756.2848386094897,0,0.09267801178499793,0.2046259834529883,0,0,1,0,1,1,0,0
81083.16986722611,24,4,18178.9429979485,13,9,0,653.8019983263279,1,0.22420118783856827,0.5172440546492401,0,0,0,0,1,0,0,1
55134.871928510256,45,14,18195.808885131602,13,6,0,710.4047643775868,1,0.33002359937871817,0.5134837844607029,1,0,0,0,1,0,0,1
64871.953331998215,70,20,0.0,12,6,0,685.9457680542907,2,0.0,0.17350466321713665,1,0,0,0,1,0,0,0
60913.92753688718,71,26,9907.087953444076,5,10,3,583.1172546248064,0,0.162640767949903,0.1945407646140435,1,0,0,0,0,0,0,0
73439.36371997333,32,3,13150.761022254565,17,10,0,710.1964403871258,0,0.1790696481576126,0.4361991374830574,1,0,0,0,1,0,0,0
